,O*NET-SOC Code,Element Name,Data Value
50409,49-3021.00,Fine Arts,0.14
79399,49-3021.00,Finger Dexterity,3.38
79397,49-3021.00,Manual Dexterity,3.25
53437,49-3021.00,Negotiation,1.88
79363,49-3021.00,Originality,2.38
53435,49-3021.00,Persuasion,1.88
53431,49-3021.00,Social Perceptiveness,2.62
62704,49-3022.00,Assisting and Caring for Others,1.48
258082,49-3022.00,"Cramped Work Space, Awkward Positions",3.48
50475,49-3022.00,Fine Arts,0.0
79503,49-3022.00,Finger Dexterity,3.0
79501,49-3022.00,Manual Dexterity,3.0
53507,49-3022.00,Negotiation,2.0
79467,49-3022.00,Originality,2.0
53505,49-3022.00,Persuasion,2.12
53501,49-3022.00,Social Perceptiveness,2.62
62786,49-3023.01,Assisting and Caring for Others,2.67
258420,49-3023.01,"Cramped Work Space, Awkward Positions",4.21
50541,49-3023.01,Fine Arts,0.05
79607,49-3023.01,Finger Dexterity,3.75
79605,49-3023.01,Manual Dexterity,3.75
53577,49-3023.01,Negotiation,2.38
79571,49-3023.01,Originality,3.0
53575,49-3023.01,Persuasion,2.62
53571,49-3023.01,Social Perceptiveness,2.5
62868,49-3023.02,Assisting and Caring for Others,2.54
258758,49-3023.02,"Cramped Work Space, Awkward Positions",3.74
50607,49-3023.02,Fine Arts,0.0
79711,49-3023.02,Finger Dexterity,3.75
79709,49-3023.02,Manual Dexterity,3.75
53647,49-3023.02,Negotiation,1.62
79675,49-3023.02,Originality,2.12
53645,49-3023.02,Persuasion,2.12
53641,49-3023.02,Social Perceptiveness,2.25
62950,49-3031.00,Assisting and Caring for Others,2.76
259096,49-3031.00,"Cramped Work Space, Awkward Positions",4.1
50673,49-3031.00,Fine Arts,0.32
79815,49-3031.00,Finger Dexterity,3.5
79813,49-3031.00,Manual Dexterity,3.38
53717,49-3031.00,Negotiation,1.88
79779,49-3031.00,Originality,2.5
53715,49-3031.00,Persuasion,2.38
53711,49-3031.00,Social Perceptiveness,2.62
63032,49-3041.00,Assisting and Caring for Others,2.49
259434,49-3041.00,"Cramped Work Space, Awkward Positions",4.18
50739,49-3041.00,Fine Arts,0.26
79919,49-3041.00,Finger Dexterity,3.88
79917,49-3041.00,Manual Dexterity,3.75
53787,49-3041.00,Negotiation,1.62
79883,49-3041.00,Originality,2.12
53785,49-3041.00,Persuasion,2.12
53781,49-3041.00,Social Perceptiveness,2.5
63114,49-3042.00,Assisting and Caring for Others,2.88
259772,49-3042.00,"Cramped Work Space, Awkward Positions",4.49
50805,49-3042.00,Fine Arts,0.0
80023,49-3042.00,Finger Dexterity,3.75
80021,49-3042.00,Manual Dexterity,4.0
53857,49-3042.00,Negotiation,2.12
79987,49-3042.00,Originality,2.88
53855,49-3042.00,Persuasion,2.5
53851,49-3042.00,Social Perceptiveness,2.75
63196,49-3043.00,Assisting and Caring for Others,2.33
260110,49-3043.00,"Cramped Work Space, Awkward Positions",3.42
50871,49-3043.00,Fine Arts,0.02
80127,49-3043.00,Finger Dexterity,3.63
80125,49-3043.00,Manual Dexterity,3.5
53927,49-3043.00,Negotiation,2.0
80091,49-3043.00,Originality,2.38
53925,49-3043.00,Persuasion,2.0
53921,49-3043.00,Social Perceptiveness,2.12
63278,49-3051.00,Assisting and Caring for Others,2.1
260448,49-3051.00,"Cramped Work Space, Awkward Positions",4.15
50937,49-3051.00,Fine Arts,0.17
80231,49-3051.00,Finger Dexterity,3.5
80229,49-3051.00,Manual Dexterity,3.0
53997,49-3051.00,Negotiation,1.5
80195,49-3051.00,Originality,2.0
53995,49-3051.00,Persuasion,1.62
53991,49-3051.00,Social Perceptiveness,2.62
63360,49-3052.00,Assisting and Caring for Others,1.76
260786,49-3052.00,"Cramped Work Space, Awkward Positions",2.47
51003,49-3052.00,Fine Arts,0.0
80335,49-3052.00,Finger Dexterity,3.75
80333,49-3052.00,Manual Dexterity,3.88
54067,49-3052.00,Negotiation,2.12
80299,49-3052.00,Originality,2.88
54065,49-3052.00,Persuasion,2.62
54061,49-3052.00,Social Perceptiveness,2.62
63442,49-3053.00,Assisting and Caring for Others,2.81
261124,49-3053.00,"Cramped Work Space, Awkward Positions",3.02
51069,49-3053.00,Fine Arts,0.0
80439,49-3053.00,Finger Dexterity,3.62
80437,49-3053.00,Manual Dexterity,3.12
54137,49-3053.00,Negotiation,1.62
80403,49-3053.00,Originality,2.12
54135,49-3053.00,Persuasion,2.12
54131,49-3053.00,Social Perceptiveness,2.38
63524,49-3091.00,Assisting and Caring for Others,4.17
261462,49-3091.00,"Cramped Work Space, Awkward Positions",2.13
51135,49-3091.00,Fine Arts,0.4
80543,49-3091.00,Finger Dexterity,3.75
80541,49-3091.00,Manual Dexterity,3.62
54207,49-3091.00,Negotiation,2.62
80507,49-3091.00,Originality,2.5
54205,49-3091.00,Persuasion,2.62
54201,49-3091.00,Social Perceptiveness,3.12
63606,49-3092.00,Assisting and Caring for Others,2.87
261800,49-3092.00,"Cramped Work Space, Awkward Positions",4.11
51201,49-3092.00,Fine Arts,0.0
80647,49-3092.00,Finger Dexterity,3.62
80645,49-3092.00,Manual Dexterity,3.38
54277,49-3092.00,Negotiation,2.5
80611,49-3092.00,Originality,2.62
54275,49-3092.00,Persuasion,2.62
54271,49-3092.00,Social Perceptiveness,2.75
63688,49-3093.00,Assisting and Caring for Others,2.68
262138,49-3093.00,"Cramped Work Space, Awkward Positions",3.51
51267,49-3093.00,Fine Arts,0.19
80751,49-3093.00,Finger Dexterity,3.12
80749,49-3093.00,Manual Dexterity,3.12
54347,49-3093.00,Negotiation,2.12
80715,49-3093.00,Originality,2.0
54345,49-3093.00,Persuasion,2.0
54341,49-3093.00,Social Perceptiveness,2.25
63770,49-9011.00,Assisting and Caring for Others,2.73
262476,49-9011.00,"Cramped Work Space, Awkward Positions",3.33
51333,49-9011.00,Fine Arts,0.13
80855,49-9011.00,Finger Dexterity,3.12
80853,49-9011.00,Manual Dexterity,3.25
54417,49-9011.00,Negotiation,2.25
80819,49-9011.00,Originality,2.12
54415,49-9011.00,Persuasion,2.75
54411,49-9011.00,Social Perceptiveness,2.88
63852,49-9012.00,Assisting and Caring for Others,3.0
262814,49-9012.00,"Cramped Work Space, Awkward Positions",3.65
51399,49-9012.00,Fine Arts,0.03
80959,49-9012.00,Finger Dexterity,3.12
80957,49-9012.00,Manual Dexterity,3.12
54487,49-9012.00,Negotiation,1.88
80923,49-9012.00,Originality,2.75
54485,49-9012.00,Persuasion,1.75
54481,49-9012.00,Social Perceptiveness,2.75
63934,49-9021.01,Assisting and Caring for Others,3.11
263152,49-9021.01,"Cramped Work Space, Awkward Positions",3.83
51465,49-9021.01,Fine Arts,0.04
81063,49-9021.01,Finger Dexterity,3.38
81061,49-9021.01,Manual Dexterity,3.0
54557,49-9021.01,Negotiation,2.12
81027,49-9021.01,Originality,2.75
54555,49-9021.01,Persuasion,2.62
54551,49-9021.01,Social Perceptiveness,3.0
64016,49-9021.02,Assisting and Caring for Others,2.96
263490,49-9021.02,"Cramped Work Space, Awkward Positions",4.17
51531,49-9021.02,Fine Arts,0.02
81167,49-9021.02,Finger Dexterity,3.38
81165,49-9021.02,Manual Dexterity,2.75
54627,49-9021.02,Negotiation,2.38
81131,49-9021.02,Originality,2.5
54625,49-9021.02,Persuasion,2.75
54621,49-9021.02,Social Perceptiveness,3.0
64098,49-9031.00,Assisting and Caring for Others,2.09
263828,49-9031.00,"Cramped Work Space, Awkward Positions",4.1
51597,49-9031.00,Fine Arts,0.0
81271,49-9031.00,Finger Dexterity,3.75
81269,49-9031.00,Manual Dexterity,3.38
54697,49-9031.00,Negotiation,2.12
81235,49-9031.00,Originality,2.12
54695,49-9031.00,Persuasion,2.12
54691,49-9031.00,Social Perceptiveness,2.75
64180,49-9041.00,Assisting and Caring for Others,2.11
264166,49-9041.00,"Cramped Work Space, Awkward Positions",3.89
51663,49-9041.00,Fine Arts,0.19
81375,49-9041.00,Finger Dexterity,3.75
81373,49-9041.00,Manual Dexterity,3.88
54767,49-9041.00,Negotiation,2.0
81339,49-9041.00,Originality,2.5
54765,49-9041.00,Persuasion,2.25
54761,49-9041.00,Social Perceptiveness,2.12
64262,49-9043.00,Assisting and Caring for Others,2.25
264504,49-9043.00,"Cramped Work Space, Awkward Positions",3.47
51729,49-9043.00,Fine Arts,0.39
81479,49-9043.00,Finger Dexterity,3.12
81477,49-9043.00,Manual Dexterity,3.12
54837,49-9043.00,Negotiation,2.12
81443,49-9043.00,Originality,2.12
54835,49-9043.00,Persuasion,2.12
54831,49-9043.00,Social Perceptiveness,2.12
64344,49-9044.00,Assisting and Caring for Others,2.79
264842,49-9044.00,"Cramped Work Space, Awkward Positions",4.29
51795,49-9044.00,Fine Arts,0.08
81583,49-9044.00,Finger Dexterity,4.0
81581,49-9044.00,Manual Dexterity,4.0
54907,49-9044.00,Negotiation,2.75
81547,49-9044.00,Originality,2.88
54905,49-9044.00,Persuasion,2.88
54901,49-9044.00,Social Perceptiveness,2.88
64426,49-9045.00,Assisting and Caring for Others,2.63
265180,49-9045.00,"Cramped Work Space, Awkward Positions",3.62
51861,49-9045.00,Fine Arts,0.02
81687,49-9045.00,Finger Dexterity,3.13
81685,49-9045.00,Manual Dexterity,3.25
54977,49-9045.00,Negotiation,1.88
81651,49-9045.00,Originality,1.88
54975,49-9045.00,Persuasion,1.75
54971,49-9045.00,Social Perceptiveness,2.38
64508,49-9051.00,Assisting and Caring for Others,3.47
265518,49-9051.00,"Cramped Work Space, Awkward Positions",2.69
51927,49-9051.00,Fine Arts,0.06
81791,49-9051.00,Finger Dexterity,3.5
81789,49-9051.00,Manual Dexterity,3.38
55047,49-9051.00,Negotiation,2.5
81755,49-9051.00,Originality,3.0
55045,49-9051.00,Persuasion,3.0
55041,49-9051.00,Social Perceptiveness,2.88
64590,49-9052.00,Assisting and Caring for Others,3.39
265856,49-9052.00,"Cramped Work Space, Awkward Positions",3.79
51993,49-9052.00,Fine Arts,0.01
81895,49-9052.00,Finger Dexterity,3.0
81893,49-9052.00,Manual Dexterity,3.12
55117,49-9052.00,Negotiation,2.12
81859,49-9052.00,Originality,2.38
55115,49-9052.00,Persuasion,2.25
55111,49-9052.00,Social Perceptiveness,2.88
64672,49-9061.00,Assisting and Caring for Others,1.79
266194,49-9061.00,"Cramped Work Space, Awkward Positions",1.4
52059,49-9061.00,Fine Arts,1.22
81999,49-9061.00,Finger Dexterity,3.88
81997,49-9061.00,Manual Dexterity,3.25
55187,49-9061.00,Negotiation,2.0
81963,49-9061.00,Originality,2.62
55185,49-9061.00,Persuasion,2.12
55181,49-9061.00,Social Perceptiveness,2.5
64754,49-9062.00,Assisting and Caring for Others,3.07
266532,49-9062.00,"Cramped Work Space, Awkward Positions",2.62
52125,49-9062.00,Fine Arts,0.18
82103,49-9062.00,Finger Dexterity,4.0
82101,49-9062.00,Manual Dexterity,3.38
55257,49-9062.00,Negotiation,2.5
82067,49-9062.00,Originality,3.0
55255,49-9062.00,Persuasion,2.75
55251,49-9062.00,Social Perceptiveness,2.75
64836,49-9063.00,Assisting and Caring for Others,1.9
266870,49-9063.00,"Cramped Work Space, Awkward Positions",2.07
52191,49-9063.00,Fine Arts,3.79
82207,49-9063.00,Finger Dexterity,4.25
82205,49-9063.00,Manual Dexterity,3.88
55327,49-9063.00,Negotiation,2.75
82171,49-9063.00,Originality,2.75
55325,49-9063.00,Persuasion,2.88
55321,49-9063.00,Social Perceptiveness,2.88
64918,49-9064.00,Assisting and Caring for Others,2.19
267208,49-9064.00,"Cramped Work Space, Awkward Positions",2.07
52257,49-9064.00,Fine Arts,0.47
82311,49-9064.00,Finger Dexterity,4.88
82309,49-9064.00,Manual Dexterity,3.12
55397,49-9064.00,Negotiation,1.62
82275,49-9064.00,Originality,2.62
55395,49-9064.00,Persuasion,2.12
55391,49-9064.00,Social Perceptiveness,2.5
65000,49-9071.00,Assisting and Caring for Others,2.98
267546,49-9071.00,"Cramped Work Space, Awkward Positions",3.29
52323,49-9071.00,Fine Arts,0.17
82415,49-9071.00,Finger Dexterity,3.25
82413,49-9071.00,Manual Dexterity,3.12
55467,49-9071.00,Negotiation,1.62
82379,49-9071.00,Originality,2.12
55465,49-9071.00,Persuasion,1.62
55461,49-9071.00,Social Perceptiveness,2.62
65082,49-9081.00,Assisting and Caring for Others,2.8
267884,49-9081.00,"Cramped Work Space, Awkward Positions",4.17
52389,49-9081.00,Fine Arts,0.07
82519,49-9081.00,Finger Dexterity,3.5
82517,49-9081.00,Manual Dexterity,3.0
55537,49-9081.00,Negotiation,2.0
82483,49-9081.00,Originality,2.62
55535,49-9081.00,Persuasion,2.12
55531,49-9081.00,Social Perceptiveness,2.5
65164,49-9091.00,Assisting and Caring for Others,1.92
268222,49-9091.00,"Cramped Work Space, Awkward Positions",2.77
52455,49-9091.00,Fine Arts,0.17
82623,49-9091.00,Finger Dexterity,3.25
82621,49-9091.00,Manual Dexterity,3.12
55607,49-9091.00,Negotiation,1.5
82587,49-9091.00,Originality,2.0
55605,49-9091.00,Persuasion,1.75
55601,49-9091.00,Social Perceptiveness,2.5
65246,49-9092.00,Assisting and Caring for Others,3.32
268560,49-9092.00,"Cramped Work Space, Awkward Positions",3.48
52521,49-9092.00,Fine Arts,0.0
82727,49-9092.00,Finger Dexterity,3.5
82725,49-9092.00,Manual Dexterity,3.25
55677,49-9092.00,Negotiation,2.62
82691,49-9092.00,Originality,3.0
55675,49-9092.00,Persuasion,2.62
55671,49-9092.00,Social Perceptiveness,3.0
65328,49-9093.00,Assisting and Caring for Others,2.17
268898,49-9093.00,"Cramped Work Space, Awkward Positions",1.79
52587,49-9093.00,Fine Arts,0.56
82831,49-9093.00,Finger Dexterity,3.62
82829,49-9093.00,Manual Dexterity,3.5
55747,49-9093.00,Negotiation,1.88
82795,49-9093.00,Originality,1.88
55745,49-9093.00,Persuasion,2.12
55741,49-9093.00,Social Perceptiveness,2.12
65410,49-9094.00,Assisting and Caring for Others,2.35
269236,49-9094.00,"Cramped Work Space, Awkward Positions",3.65
52653,49-9094.00,Fine Arts,0.09
82935,49-9094.00,Finger Dexterity,3.75
82933,49-9094.00,Manual Dexterity,2.88
55817,49-9094.00,Negotiation,1.75
82899,49-9094.00,Originality,2.38
55815,49-9094.00,Persuasion,2.0
55811,49-9094.00,Social Perceptiveness,2.12
65492,49-9095.00,Assisting and Caring for Others,3.05
269574,49-9095.00,"Cramped Work Space, Awkward Positions",3.93
52719,49-9095.00,Fine Arts,1.2
83039,49-9095.00,Finger Dexterity,3.5
83037,49-9095.00,Manual Dexterity,3.5
55887,49-9095.00,Negotiation,2.75
83003,49-9095.00,Originality,2.88
55885,49-9095.00,Persuasion,3.0
55881,49-9095.00,Social Perceptiveness,2.75
65574,49-9096.00,Assisting and Caring for Others,1.96
269912,49-9096.00,"Cramped Work Space, Awkward Positions",3.48
52785,49-9096.00,Fine Arts,0.1
83143,49-9096.00,Finger Dexterity,2.75
83141,49-9096.00,Manual Dexterity,3.25
55957,49-9096.00,Negotiation,1.88
83107,49-9096.00,Originality,2.25
55955,49-9096.00,Persuasion,2.25
55951,49-9096.00,Social Perceptiveness,2.0
65656,49-9097.00,Assisting and Caring for Others,2.58
270250,49-9097.00,"Cramped Work Space, Awkward Positions",2.99
52851,49-9097.00,Fine Arts,0.08
83247,49-9097.00,Finger Dexterity,3.63
83245,49-9097.00,Manual Dexterity,3.38
56027,49-9097.00,Negotiation,1.75
83211,49-9097.00,Originality,2.13
56025,49-9097.00,Persuasion,2.12
56021,49-9097.00,Social Perceptiveness,2.25
65738,49-9098.00,Assisting and Caring for Others,2.79
270588,49-9098.00,"Cramped Work Space, Awkward Positions",3.41
52917,49-9098.00,Fine Arts,0.23
83351,49-9098.00,Finger Dexterity,3.12
83349,49-9098.00,Manual Dexterity,3.0
56097,49-9098.00,Negotiation,1.5
83315,49-9098.00,Originality,2.0
56095,49-9098.00,Persuasion,1.88
56091,49-9098.00,Social Perceptiveness,2.25
65820,49-9099.01,Assisting and Caring for Others,3.08
270926,49-9099.01,"Cramped Work Space, Awkward Positions",3.09
52983,49-9099.01,Fine Arts,0.06
83455,49-9099.01,Finger Dexterity,3.0
83453,49-9099.01,Manual Dexterity,3.0
56167,49-9099.01,Negotiation,1.88
83419,49-9099.01,Originality,2.75
56165,49-9099.01,Persuasion,2.25
56161,49-9099.01,Social Perceptiveness,2.0
65902,51-1011.00,Assisting and Caring for Others,3.31
271264,51-1011.00,"Cramped Work Space, Awkward Positions",1.52
53049,51-1011.00,Fine Arts,0.0
83559,51-1011.00,Finger Dexterity,3.0
83557,51-1011.00,Manual Dexterity,2.88
56237,51-1011.00,Negotiation,3.12
83523,51-1011.00,Originality,3.5
56235,51-1011.00,Persuasion,3.12
56231,51-1011.00,Social Perceptiveness,3.75
65984,51-2011.00,Assisting and Caring for Others,2.51
271602,51-2011.00,"Cramped Work Space, Awkward Positions",2.4
53115,51-2011.00,Fine Arts,0.52
83663,51-2011.00,Finger Dexterity,3.88
83661,51-2011.00,Manual Dexterity,3.25
56307,51-2011.00,Negotiation,2.25
83627,51-2011.00,Originality,2.5
56305,51-2011.00,Persuasion,2.25
56301,51-2011.00,Social Perceptiveness,2.25
66066,51-2021.00,Assisting and Caring for Others,2.65
271940,51-2021.00,"Cramped Work Space, Awkward Positions",2.0
53181,51-2021.00,Fine Arts,0.9
83767,51-2021.00,Finger Dexterity,3.25
83765,51-2021.00,Manual Dexterity,3.12
56377,51-2021.00,Negotiation,1.12
83731,51-2021.00,Originality,0.88
56375,51-2021.00,Persuasion,1.25
56371,51-2021.00,Social Perceptiveness,2.25
66148,51-2022.00,Assisting and Caring for Others,2.47
272278,51-2022.00,"Cramped Work Space, Awkward Positions",2.07
53247,51-2022.00,Fine Arts,0.0
83871,51-2022.00,Finger Dexterity,3.75
83869,51-2022.00,Manual Dexterity,3.25
56447,51-2022.00,Negotiation,1.88
83835,51-2022.00,Originality,2.12
56445,51-2022.00,Persuasion,1.88
56441,51-2022.00,Social Perceptiveness,2.5
66230,51-2023.00,Assisting and Caring for Others,2.34
272616,51-2023.00,"Cramped Work Space, Awkward Positions",2.46
53313,51-2023.00,Fine Arts,0.32
83975,51-2023.00,Finger Dexterity,3.75
83973,51-2023.00,Manual Dexterity,3.25
56517,51-2023.00,Negotiation,1.62
83939,51-2023.00,Originality,2.0
56515,51-2023.00,Persuasion,1.62
56511,51-2023.00,Social Perceptiveness,1.75
66312,51-2031.00,Assisting and Caring for Others,2.57
272954,51-2031.00,"Cramped Work Space, Awkward Positions",2.86
53379,51-2031.00,Fine Arts,0.0
84079,51-2031.00,Finger Dexterity,3.25
84077,51-2031.00,Manual Dexterity,3.25
56587,51-2031.00,Negotiation,2.0
84043,51-2031.00,Originality,2.0
56585,51-2031.00,Persuasion,2.0
56581,51-2031.00,Social Perceptiveness,2.12
66394,51-2041.00,Assisting and Caring for Others,2.24
273292,51-2041.00,"Cramped Work Space, Awkward Positions",2.85
53445,51-2041.00,Fine Arts,0.1
84183,51-2041.00,Finger Dexterity,3.0
84181,51-2041.00,Manual Dexterity,3.0
56657,51-2041.00,Negotiation,1.75
84147,51-2041.00,Originality,1.0
56655,51-2041.00,Persuasion,2.12
56651,51-2041.00,Social Perceptiveness,2.25
66476,51-2091.00,Assisting and Caring for Others,2.72
273630,51-2091.00,"Cramped Work Space, Awkward Positions",2.6
53511,51-2091.00,Fine Arts,0.2
84287,51-2091.00,Finger Dexterity,3.13
84285,51-2091.00,Manual Dexterity,3.38
56727,51-2091.00,Negotiation,2.38
84251,51-2091.00,Originality,2.38
56725,51-2091.00,Persuasion,2.5
56721,51-2091.00,Social Perceptiveness,2.38
66558,51-2092.00,Assisting and Caring for Others,2.08
273968,51-2092.00,"Cramped Work Space, Awkward Positions",1.61
53577,51-2092.00,Fine Arts,0.0
84391,51-2092.00,Finger Dexterity,3.12
84389,51-2092.00,Manual Dexterity,2.88
56797,51-2092.00,Negotiation,1.62
84355,51-2092.00,Originality,1.88
56795,51-2092.00,Persuasion,2.25
56791,51-2092.00,Social Perceptiveness,2.5
66640,51-2093.00,Assisting and Caring for Others,2.16
274306,51-2093.00,"Cramped Work Space, Awkward Positions",1.77
53643,51-2093.00,Fine Arts,0.0
84495,51-2093.00,Finger Dexterity,4.75
84493,51-2093.00,Manual Dexterity,3.25
56867,51-2093.00,Negotiation,0.88
84459,51-2093.00,Originality,2.25
56865,51-2093.00,Persuasion,1.88
56861,51-2093.00,Social Perceptiveness,2.38
66722,51-3011.00,Assisting and Caring for Others,2.79
274644,51-3011.00,"Cramped Work Space, Awkward Positions",1.5
53709,51-3011.00,Fine Arts,1.09
84599,51-3011.00,Finger Dexterity,3.0
84597,51-3011.00,Manual Dexterity,2.88
56937,51-3011.00,Negotiation,1.88
84563,51-3011.00,Originality,2.62
56935,51-3011.00,Persuasion,1.75
56931,51-3011.00,Social Perceptiveness,2.62
66804,51-3021.00,Assisting and Caring for Others,2.94
274982,51-3021.00,"Cramped Work Space, Awkward Positions",1.34
53775,51-3021.00,Fine Arts,0.05
84703,51-3021.00,Finger Dexterity,3.12
84701,51-3021.00,Manual Dexterity,3.25
57007,51-3021.00,Negotiation,2.75
84667,51-3021.00,Originality,2.0
57005,51-3021.00,Persuasion,2.88
57001,51-3021.00,Social Perceptiveness,2.88
66886,51-3022.00,Assisting and Caring for Others,3.16
275320,51-3022.00,"Cramped Work Space, Awkward Positions",2.15
53841,51-3022.00,Fine Arts,1.37
84807,51-3022.00,Finger Dexterity,2.88
84805,51-3022.00,Manual Dexterity,2.75
57077,51-3022.00,Negotiation,2.12
84771,51-3022.00,Originality,2.12
57075,51-3022.00,Persuasion,2.12
57071,51-3022.00,Social Perceptiveness,2.38
66968,51-3023.00,Assisting and Caring for Others,2.1
275658,51-3023.00,"Cramped Work Space, Awkward Positions",1.72
53907,51-3023.00,Fine Arts,0.0
84911,51-3023.00,Finger Dexterity,3.0
84909,51-3023.00,Manual Dexterity,3.0
57147,51-3023.00,Negotiation,1.12
84875,51-3023.00,Originality,0.88
57145,51-3023.00,Persuasion,0.88
57141,51-3023.00,Social Perceptiveness,1.75
67050,51-3091.00,Assisting and Caring for Others,2.63
275996,51-3091.00,"Cramped Work Space, Awkward Positions",2.13
53973,51-3091.00,Fine Arts,0.25
85015,51-3091.00,Finger Dexterity,3.0
85013,51-3091.00,Manual Dexterity,3.0
57217,51-3091.00,Negotiation,2.12
84979,51-3091.00,Originality,2.12
57215,51-3091.00,Persuasion,2.25
57211,51-3091.00,Social Perceptiveness,2.12
67132,51-3092.00,Assisting and Caring for Others,2.62
276334,51-3092.00,"Cramped Work Space, Awkward Positions",2.48
54039,51-3092.00,Fine Arts,0.32
85119,51-3092.00,Finger Dexterity,2.38
85117,51-3092.00,Manual Dexterity,3.0
57287,51-3092.00,Negotiation,1.62
85083,51-3092.00,Originality,1.5
57285,51-3092.00,Persuasion,1.62
57281,51-3092.00,Social Perceptiveness,2.75
67214,51-3093.00,Assisting and Caring for Others,3.18
276672,51-3093.00,"Cramped Work Space, Awkward Positions",2.41
54105,51-3093.00,Fine Arts,0.0
85223,51-3093.00,Finger Dexterity,2.38
85221,51-3093.00,Manual Dexterity,2.62
57357,51-3093.00,Negotiation,1.62
85187,51-3093.00,Originality,1.38
57355,51-3093.00,Persuasion,1.38
57351,51-3093.00,Social Perceptiveness,2.5
67296,51-4011.00,Assisting and Caring for Others,2.33
277010,51-4011.00,"Cramped Work Space, Awkward Positions",2.52
54171,51-4011.00,Fine Arts,0.37
85327,51-4011.00,Finger Dexterity,3.62
85325,51-4011.00,Manual Dexterity,3.75
57427,51-4011.00,Negotiation,2.12
85291,51-4011.00,Originality,3.0
57425,51-4011.00,Persuasion,2.5
57421,51-4011.00,Social Perceptiveness,2.75
67378,51-4012.00,Assisting and Caring for Others,2.2
277348,51-4012.00,"Cramped Work Space, Awkward Positions",1.68
54237,51-4012.00,Fine Arts,0.76
85431,51-4012.00,Finger Dexterity,3.0
85429,51-4012.00,Manual Dexterity,2.75
57497,51-4012.00,Negotiation,1.88
85395,51-4012.00,Originality,3.0
57495,51-4012.00,Persuasion,2.5
57491,51-4012.00,Social Perceptiveness,2.75
67460,51-4021.00,Assisting and Caring for Others,2.26
277686,51-4021.00,"Cramped Work Space, Awkward Positions",2.33
54303,51-4021.00,Fine Arts,0.42
85535,51-4021.00,Finger Dexterity,3.25
85533,51-4021.00,Manual Dexterity,3.0
57567,51-4021.00,Negotiation,1.5
85499,51-4021.00,Originality,2.0
57565,51-4021.00,Persuasion,1.88
57561,51-4021.00,Social Perceptiveness,2.38
67542,51-4022.00,Assisting and Caring for Others,2.64
278024,51-4022.00,"Cramped Work Space, Awkward Positions",2.9
54369,51-4022.00,Fine Arts,0.67
85639,51-4022.00,Finger Dexterity,3.12
85637,51-4022.00,Manual Dexterity,3.12
57637,51-4022.00,Negotiation,2.12
85603,51-4022.00,Originality,2.12
57635,51-4022.00,Persuasion,2.12
57631,51-4022.00,Social Perceptiveness,2.38
67624,51-4023.00,Assisting and Caring for Others,2.76
278362,51-4023.00,"Cramped Work Space, Awkward Positions",2.31
54435,51-4023.00,Fine Arts,0.0
85743,51-4023.00,Finger Dexterity,3.12
85741,51-4023.00,Manual Dexterity,3.0
57707,51-4023.00,Negotiation,1.62
85707,51-4023.00,Originality,2.12
57705,51-4023.00,Persuasion,1.75
57701,51-4023.00,Social Perceptiveness,2.5
67706,51-4031.00,Assisting and Caring for Others,2.21
278700,51-4031.00,"Cramped Work Space, Awkward Positions",2.4
54501,51-4031.00,Fine Arts,0.0
85847,51-4031.00,Finger Dexterity,3.12
85845,51-4031.00,Manual Dexterity,3.12
57777,51-4031.00,Negotiation,1.88
85811,51-4031.00,Originality,1.88
57775,51-4031.00,Persuasion,1.75
57771,51-4031.00,Social Perceptiveness,2.0
67788,51-4032.00,Assisting and Caring for Others,2.87
279038,51-4032.00,"Cramped Work Space, Awkward Positions",2.03
54567,51-4032.00,Fine Arts,0.39
85951,51-4032.00,Finger Dexterity,3.5
85949,51-4032.00,Manual Dexterity,3.12
57847,51-4032.00,Negotiation,1.88
85915,51-4032.00,Originality,2.12
57845,51-4032.00,Persuasion,2.0
57841,51-4032.00,Social Perceptiveness,2.25
67870,51-4033.00,Assisting and Caring for Others,2.59
279376,51-4033.00,"Cramped Work Space, Awkward Positions",1.84
54633,51-4033.00,Fine Arts,0.18
86055,51-4033.00,Finger Dexterity,3.0
86053,51-4033.00,Manual Dexterity,3.12
57917,51-4033.00,Negotiation,1.38
86019,51-4033.00,Originality,1.75
57915,51-4033.00,Persuasion,1.62
57911,51-4033.00,Social Perceptiveness,2.25
67952,51-4034.00,Assisting and Caring for Others,1.94
279714,51-4034.00,"Cramped Work Space, Awkward Positions",1.83
54699,51-4034.00,Fine Arts,0.25
86159,51-4034.00,Finger Dexterity,3.12
86157,51-4034.00,Manual Dexterity,3.0
57987,51-4034.00,Negotiation,1.0
86123,51-4034.00,Originality,2.0
57985,51-4034.00,Persuasion,1.38
57981,51-4034.00,Social Perceptiveness,2.12
68034,51-4035.00,Assisting and Caring for Others,2.54
280052,51-4035.00,"Cramped Work Space, Awkward Positions",1.62
54765,51-4035.00,Fine Arts,0.07
86263,51-4035.00,Finger Dexterity,3.25
86261,51-4035.00,Manual Dexterity,3.12
58057,51-4035.00,Negotiation,1.5
86227,51-4035.00,Originality,2.25
58055,51-4035.00,Persuasion,1.62
58051,51-4035.00,Social Perceptiveness,2.25
68116,51-4041.00,Assisting and Caring for Others,2.12
280390,51-4041.00,"Cramped Work Space, Awkward Positions",1.63
54831,51-4041.00,Fine Arts,0.48
86367,51-4041.00,Finger Dexterity,3.62
86365,51-4041.00,Manual Dexterity,3.38
58127,51-4041.00,Negotiation,2.12
86331,51-4041.00,Originality,3.12
